SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,ISIN,TIMESTAMP
OMAXE,EQ,204.35,205.5,203.85,204.35,205.2,204.45,617705,126310878.75,7421,INE800H01010,2017-02-20
OMKARCHEM,EQ,78,81.9,75.5,76.15,76.45,78.6,157203,12193513.4,1454,INE474L01016,2017-02-20
OMMETALS,EQ,48,48.1,46.15,46.8,47.3,47.4,34061,1588165.8,149,INE239D01028,2017-02-20
ONELIFECAP,EQ,22.5,23,21.5,22.05,21.8,22.4,3003,66534.5,27,INE912L01015,2017-02-20
ONGC,EQ,161.05,161.45,157.5,158.1,157.75,159.95,7419236,1180244500.65,52473,INE213A01029,2017-02-20
ONMOBILE,EQ,67,70,66.1,68.3,67.75,65.1,541582,37021860.7,4094,INE809I01019,2017-02-20
ONWARDTEC,EQ,83.5,83.5,79.75,80.75,80.5,79.85,11548,949495.15,65,INE229A01017,2017-02-20
PETRONET,EQ,430.9,435.65,426.5,431.9,432,434.85,2373919,1026344783.55,64616,INE347G01014,2017-02-20
PFC,EQ,121.35,125.5,120.7,124.4,124.6,121.9,5290827,654891399.05,44686,INE134E01011,2017-02-20
PFIZER,EQ,1798.1,1825.35,1766.1,1818.3,1815.1,1786.95,12560,22675797.9,1313,INE182A01018,2017-02-20
PFOCUS,EQ,105.5,109,105.5,108.3,109,105.95,14103,1518587.5,169,INE367G01038,2017-02-20
PFS,EQ,39.25,39.25,38.65,38.85,39.05,39,629355,24479955.5,2390,INE560K01014,2017-02-20
PGEL,EQ,245.15,249,241.8,245.3,245,247.35,50117,12289152.75,948,INE457L01011,2017-02-20
PGHH,EQ,8000,8015.05,7966.2,8002.6,8008.5,8016.75,2093,16732533.6,1142,INE179A01014,2017-02-20
PGIL,EQ,164.7,169.4,156,162.7,165,165.25,54704,8757005.75,1267,INE940H01014,2017-02-20
PHILIPCARB,EQ,569.85,615.8,556.1,606.2,611.5,572.7,1075863,636325547.6,26617,INE602A01015,2017-02-20
PHOENIXLL,EQ,234.9,234.9,223.95,228.9,231.45,226.45,11882,2705752.75,390,INE455B01016,2017-02-20
PHOENIXLTD,EQ,452.95,454,447.5,450,450,455.05,159542,71834900.55,4329,INE211B01039,2017-02-20
PIDILITIND,EQ,804.2,804.2,780.1,781.7,780.75,806.8,589694,465129141.75,22065,INE318A01026,2017-02-20
PIIND,EQ,811.5,819.65,801,814.1,812,811.35,86997,70563691.9,4540,INE603J01030,2017-02-20
PILITA,EQ,15,15,14.75,14.95,14.95,14.7,9665,143577.2,21,INE600A01035,2017-02-20
PINCON,EQ,66.9,67,66,66.5,66.75,66.45,185613,12361802.8,1470,INE675G01018,2017-02-20
PIONEEREMB,EQ,40,41.4,39.65,40.85,40.9,40.2,10165,412260,112,INE156C01018,2017-02-20
PITTILAM,EQ,55,55.35,53.95,54.25,54.5,54.65,29716,1623037.9,206,INE450D01021,2017-02-20
PKTEA,EQ,150.25,153.4,145.6,150,150,144,370,55675.5,14,INE431F01018,2017-02-20
PLASTIBLEN,EQ,589.95,620,565.65,617.15,618.9,588.4,87035,52613648.15,4070,INE083C01022,2017-02-20
PNB,EQ,134.4,138.25,132.65,136.5,136.6,137,10796349,1468875924.3,53240,INE160A01022,2017-02-20
PTC,EQ,91.35,92.8,91.25,92.1,92.5,92.5,1209885,111438210.65,5748,INE877F01012,2017-02-20
PTL,EQ,45.5,45.5,44.05,45.15,45.25,44.15,13416,600526,71,INE034D01031,2017-02-20
PUNJABCHEM,EQ,319.15,325.55,315.4,320.15,323,318.2,12127,3871271.5,368,INE277B01014,2017-02-20
PUNJLLOYD,EQ,18.55,18.8,18.25,18.45,18.45,18.5,631846,11727663.55,2175,INE701B01021,2017-02-20
PURVA,EQ,63.65,64,63,63.4,63.75,63.65,147998,9412074.7,749,INE323I01011,2017-02-20
PVP,EQ,5.1,5.25,5.05,5.1,5.15,5.15,116420,594254.4,199,INE362A01016,2017-02-20
PVR,EQ,1451.35,1458.95,1393.35,1405.35,1410.85,1450.35,238384,338504377.45,13282,INE191H01014,2017-02-20
QGOLDHALF,EQ,1294.25,1295,1290,1293.5,1293,1294.2,223,288429.55,74,INF082J01010,2017-02-20
QUESS,EQ,899.9,909,888,896.25,893,898.85,33539,30177440.55,1307,INE615P01015,2017-02-20
QUICKHEAL,EQ,209.3,212,208,208.5,208.4,206.8,198037,41538138.5,3882,INE306L01010,2017-02-20
RADAAN,EQ,1.15,1.15,1.15,1.15,1.15,1.2,1000,1150,1,INE874F01027,2017-02-20
RADICO,EQ,121,123.7,120.7,122.05,122.05,120.95,136907,16735975.4,1301,INE944F01028,2017-02-20
RADIOCITY,EQ,346.1,353,346.05,351.45,353,349.3,10673,3736349.85,266,INE919I01016,2017-02-20
RAIN,EQ,107,108.7,103.25,104.05,104,107.15,1321748,139756080.1,8858,INE855B01025,2017-02-20
RAINBOWPAP,EQ,3.3,3.55,3.3,3.4,3.5,3.45,79106,277469.2,135,INE028D01025,2017-02-20
RAIREKMOH,EQ,101.5,107.75,100.25,105.95,105,101.55,52500,5481089,252,INE313D01013,2017-02-20
RAJESHEXPO,EQ,691.5,692.55,676,680.65,678.5,692.45,445788,304833703.1,11300,INE343B01030,2017-02-20
RAJOIL,EQ,1.3,1.35,1.25,1.3,1.3,1.3,26816,34716.55,23,INE294G01018,2017-02-20
RAJSREESUG,EQ,50.5,52.8,50.35,51.35,51.4,50.45,26478,1369076,281,INE562B01019,2017-02-20
RAJTV,EQ,54.3,57.75,54.3,55.4,55.4,56.3,5938,332183.35,122,INE952H01027,2017-02-20
RAJVIR,EQ,41,41,41,41,41,39.95,2,82,1,INE011H01014,2017-02-20
RALLIS,EQ,235.6,244.6,235.6,239.3,239.4,239.05,115229,27685371.9,1984,INE613A01020,2017-02-20
RAMANEWS,EQ,24.8,25.8,24.25,24.45,24.3,25,40660,1002914.75,189,INE278B01020,2017-02-20
RAMASTEEL,EQ,126.05,127.55,125,125.1,125.5,126.6,19620,2471704.45,194,INE230R01027,2017-02-20
RAMCOCEM,EQ,680.45,692.45,670.7,682.65,680,680.7,164679,112822042.65,6532,INE331A01037,2017-02-20
RDEL,EQ,59.95,59.95,58.25,58.5,58.55,60,1456821,85674629.55,6904,INE542F01012,2017-02-20
RECLTD,EQ,167.8,172.75,167.25,171.7,171.35,169.25,6196541,1057977282.95,56494,INE020B01018,2017-02-20
REDINGTON,EQ,128.7,132.5,127.55,128.7,129,127.7,75498,9798859.25,3189,INE891D01026,2017-02-20
REFEX,EQ,15.65,15.85,15.3,15.55,15.55,15.55,29791,465388.6,72,INE056I01017,2017-02-20
REIAGROLTD,EQ,0.3,0.3,0.25,0.3,0.3,0.3,2099791,604867.35,110,INE385B01031,2017-02-20
RELAXO,EQ,483.15,483.9,470.45,475.15,476,486.5,11173,5338991.05,379,INE131B01039,2017-02-20
RELCAPITAL,EQ,654,660,645.65,651.45,649.1,658.4,2390070,1559177106.75,33955,INE013A01015,2017-02-20
RELCNX100,EQ,99.63,100.43,99.63,100.43,100.43,99.78,554,55207.02,2,INF204K014N5,2017-02-20
RELCONS,EQ,44.54,44.95,44.31,44.85,44.9,44.98,2204,98246.34,11,INF204KA1LD7,2017-02-20
RELDIVOPP,EQ,25.52,25.56,25.5,25.5,25.5,25.29,239,6106.5,5,INF204KA1MS3,2017-02-20
RELIANCE,EQ,1439.95,1439.95,1395.55,1398.5,1399.8,1437.15,3558538,5012497439.8,96283,INE002A01018,2017-02-20
RELIGARE,EQ,174.05,177.35,173.15,173.7,173.3,175.5,8562,1493158.55,257,INE621H01010,2017-02-20
RELINFRA,EQ,503.1,508,498.1,503.8,503.2,503.55,1314849,662330332.05,28145,INE036A01016,2017-02-20
REMSONSIND,EQ,52.2,57.95,52.2,57,57,55.5,12,688.7,3,INE474C01015,2017-02-20
RENUKA,EQ,12.5,12.65,12.45,12.5,12.5,12.45,610928,7663829.4,905,INE087H01022,2017-02-20
REPCOHOME,EQ,836.95,836.95,798.95,810.3,808.6,827.85,225570,183105672.9,13569,INE612J01015,2017-02-20
REPRO,EQ,432,439.95,423.7,429.85,433.5,436.35,4300,1859738.65,196,INE461B01014,2017-02-20
RESPONIND,EQ,87.8,87.8,83.2,85.1,85.5,84.4,1829,153974.5,90,INE688D01026,2017-02-20
REVATHI,EQ,757,767.95,757,757.45,757,767.35,520,394551.1,44,INE617A01013,2017-02-20
RICOAUTO,EQ,51.4,51.45,50.6,50.9,51.25,50.7,148334,7564636.5,1248,INE209B01025,2017-02-20
RIIL,EQ,434,434,427.05,428.55,427.85,434.35,167637,72058666.35,5796,INE046A01015,2017-02-20
RJL,EQ,172.1,174,169.3,169.95,169.6,172.45,11402,1952869.05,296,INE722H01016,2017-02-20
SAIL,EQ,56.5,57.45,56.15,57.05,57.1,56.45,3812635,217142025.65,20768,INE114A01011,2017-02-20
SAKHTISUG,EQ,27.85,28.1,26.6,26.75,26.7,27.5,160017,4344645.55,989,INE623A01011,2017-02-20
SAKSOFT,EQ,212.2,216,212.2,214.3,213.45,216.1,636,136398.95,38,INE667G01015,2017-02-20
SAKUMA,EQ,74.45,76.4,72.8,73.85,74,74,60011,4456615.05,942,INE190H01016,2017-02-20
SALORAINTL,EQ,49.55,50.8,49.55,50.75,50.8,49.55,280,13997.75,7,INE924A01013,2017-02-20
SALSTEEL,EQ,5.4,5.8,5.35,5.65,5.8,5.5,28486,158796.75,79,INE658G01014,2017-02-20
SALZERELEC,EQ,197,200.45,195.25,199.1,200,197.05,20173,3992911.3,613,INE457F01013,2017-02-20
SAMBHAAV,EQ,7.7,9,7.65,8.6,8.75,8.5,47508,411154.6,100,INE699B01027,2017-02-20
SANCO,EQ,106.9,109.8,106.9,109.3,107,107,13006,1418724,21,INE782L01012,2017-02-20
SANDESH,EQ,884,886,855,871,860,869.6,1819,1581495.35,156,INE583B01015,2017-02-20
SANGAMIND,EQ,260.5,265.9,255.15,262.15,260.5,261.45,2823,734719.45,190,INE495C01010,2017-02-20
SANGHIIND,EQ,82.45,85.95,81.85,84.5,84,82.5,515676,43661151.5,2249,INE999B01013,2017-02-20
SANGHVIFOR,EQ,39.05,40.4,39.05,40.1,40.15,39.05,1054,42357.6,12,INE263L01013,2017-02-20
SANGHVIMOV,EQ,235.95,240.35,234.05,235.8,237.55,236.55,29166,6895669.65,707,INE989A01024,2017-02-20
SANOFI,EQ,4198.85,4380.9,4080.1,4148.65,4130,4132.9,2551,10697121.3,972,INE058A01010,2017-02-20
SANWARIA,EQ,15.25,15.7,14.6,14.7,14.75,15.3,1699877,25614309.65,1685,INE890C01046,2017-02-20
SARDAEN,EQ,247.6,251,246.65,250.1,250,249.85,42785,10685517.25,771,INE385C01013,2017-02-20
SAREGAMA,EQ,267,293.9,267,283.1,282.45,265.95,889713,252739843.9,16446,INE979A01017,2017-02-20
SARLAPOLY,EQ,48.65,48.8,48,48.3,48.25,48.65,28748,1389103.35,272,INE453D01025,2017-02-20
SASKEN,EQ,414,434.95,405.25,425.4,426,417.6,25838,10893958.55,1412,INE231F01020,2017-02-20
SATHAISPAT,EQ,36,38.4,35.05,35.95,35.95,36.25,34837,1265437.4,243,INE176C01016,2017-02-20
SATIN,EQ,273,279.8,271,273.05,272.5,273.45,72484,19902966.1,1487,INE836B01017,2017-02-20
SBIN,EQ,277.6,278.45,273.75,276.4,276.25,279.65,17241351,4756142542.2,140286,INE062A01020,2017-02-20
SCHAND,EQ,486.8,493.35,473.1,484.3,485.3,487.4,139250,67239487.8,5167,INE807K01035,2017-02-20
SCHNEIDER,EQ,125.2,128.05,125.2,126,126,125.9,40449,5120921.5,677,INE839M01018,2017-02-20
SCI,EQ,78.4,79.2,77.15,77.5,77.65,78,620162,48386473,4238,INE109A01011,2017-02-20
SDBL,EQ,134.5,134.5,126.1,127.1,127.65,134.65,58360,7536254.9,720,INE480C01012,2017-02-20
SEAMECLTD,EQ,147.1,161,145.95,157.45,160,146.7,335872,52500043.15,5453,INE497B01018,2017-02-20
SEINV,EQ,152,156.7,149.15,152.2,151.95,150,346,52390.85,36,INE420C01042,2017-02-20
SELAN,EQ,155,158,154.7,155.1,154.8,156.7,74666,11642992.65,1096,INE818A01017,2017-02-20
SELMCL,EQ,3,3,2.95,2.95,2.95,3,57178,170127.55,33,INE105I01012,2017-02-20
SENSEXIWIN,EQ,321.15,321.15,321.15,321.15,321.15,319.36,160,51384,16,INF346A01034,2017-02-20
SEPOWER,EQ,7.75,8,7.65,7.9,7.9,8.1,2352,18407.3,10,INE735M01018,2017-02-20
SEQUENT,EQ,119.95,119.95,116.35,117.1,117,117.95,20913,2457470.75,300,INE807F01027,2017-02-20
SERVALL,EQ,3,3.1,2.8,2.8,3.05,3.15,5632,16010.9,8,INE431L01016,2017-02-20
SESHAPAPER,EQ,757.4,759,748,750.05,748,755.2,15793,11856972.45,707,INE630A01016,2017-02-20
SETCO,EQ,37.35,37.5,36.5,36.6,36.5,36.95,98607,3645466.95,700,INE878E01021,2017-02-20
SETFGOLD,EQ,2625.55,2640.1,2613.15,2615.1,2615.55,2625.6,4316,11323211.1,2185,INF200K01099,2017-02-20
SETFNIF50,EQ,96.03,96.19,95.75,95.97,95.96,96.06,7094,680372.23,37,INF200KA1FS1,2017-02-20
SKIPPER,EQ,192.05,198.9,190.5,196,198.85,192.6,22136,4302767.85,632,INE439E01022,2017-02-20
SMARTLINK,EQ,96.9,97.55,95.5,96.4,96.15,96.2,43873,4237399.95,308,INE178C01020,2017-02-20
SMLISUZU,EQ,1235,1243.95,1221,1238.5,1240.3,1232.4,11769,14521515.3,710,INE294B01019,2017-02-20
SMPL,EQ,1.7,1.75,1.55,1.55,1.55,1.7,351951,565074,164,INE215G01021,2017-02-20
SNOWMAN,EQ,59.8,60.9,59.2,60.65,60.5,59,857065,51558735.65,6019,INE734N01019,2017-02-20
SOBHA,EQ,374.15,375.95,365,366.1,366.7,373.6,88857,32867853.05,3292,INE671H01015,2017-02-20
SOLARINDS,EQ,804.5,824.4,800.3,819.55,822,812.95,7079,5800164.8,592,INE343H01029,2017-02-20
SOMANYCERA,EQ,780.05,783.7,765,771,770,770.65,2843,2190707,292,INE355A01028,2017-02-20
SOMATEX,EQ,12.1,12.5,11.75,12.1,12.3,12.25,7612,92571.6,46,INE314C01013,2017-02-20
SOMICONVEY,EQ,46,49.95,46,46.45,47,47.05,2469,114894.1,55,INE323J01019,2017-02-20
SONASTEER,EQ,86.85,86.85,84.4,85.15,86.5,86.2,854714,73234465.4,1195,INE643A01035,2017-02-20
SONATSOFTW,EQ,150,152,148.7,151.05,151.95,149.85,84122,12660682.55,2622,INE269A01021,2017-02-20
SORILHOLD,EQ,37.1,39.1,36.25,38.35,38.3,37.25,428437,16428747.65,2224,INE126M01010,2017-02-20
SORILINFRA,EQ,129.95,133.45,128.5,129.25,129.7,129.95,45114,5889195.35,693,INE034H01016,2017-02-20
SOTL,EQ,1098.05,1158,1090.8,1128.75,1121,1118.6,1592,1808931,289,INE035D01012,2017-02-20
SOUTHBANK,EQ,27.4,27.7,27,27.5,27.6,27.55,9484606,260341794.35,9138,INE683A01023,2017-02-20
SPAL,EQ,451,458,448.5,450.8,450.9,451.95,14605,6607058.2,787,INE212I01016,2017-02-20
SPARC,EQ,293.95,297.85,292.15,293.4,292.9,294.8,62900,18529050.7,2431,INE232I01014,2017-02-20
SPCENET,EQ,0.45,0.45,0.4,0.4,0.4,0.45,14829,6121.6,6,INE970N01027,2017-02-20
SPECIALITY,EQ,93.5,98,91.15,96.15,96,96.1,312039,30015514.6,1569,INE247M01014,2017-02-20
SPENTEX,EQ,3.9,4,3.8,3.8,3.8,3.8,30401,118632.95,30,INE376C01020,2017-02-20
SPHEREGSL,EQ,62.55,63.5,61.5,61.8,61.6,63.65,82342,5167382.15,462,INE737B01033,2017-02-20
SPIC,EQ,25.55,26.1,25.2,25.7,25.7,25.5,221649,5675158.65,583,INE147A01011,2017-02-20
SPICEMOBI,EQ,15.45,15.5,14.25,14.7,14.9,14.45,10513,154805.15,64,INE927C01020,2017-02-20
SPLIL,EQ,20.2,21.4,20.2,20.55,20.35,20.95,4900,101101.85,42,INE978G01016,2017-02-20
SPMLINFRA,EQ,129.4,130.8,125.4,126.3,125.65,126.05,74271,9497770.15,787,INE937A01023,2017-02-20
SPYL,EQ,0.25,0.3,0.25,0.3,0.3,0.3,187673,54148.7,24,INE268L01020,2017-02-20
TATACHEM,EQ,592,602.95,585,597.5,594,592.45,653181,387830056.55,12412,INE092A01019,2017-02-20
TATACOFFEE,EQ,127.5,128.4,126.65,127.45,127.8,127.6,159173,20289202.2,3220,INE493A01027,2017-02-20
TATACOMM,EQ,721,726,711,718.55,719.45,724.3,327179,234959497.45,11427,INE151A01013,2017-02-20
TATAELXSI,EQ,1597.95,1612.8,1579.2,1594.9,1598.25,1588.5,415716,663529478.7,14569,INE670A01012,2017-02-20
TATAGLOBAL,EQ,147.25,150.2,146.4,149.15,149,147.35,2135161,317141617.7,12426,INE192A01025,2017-02-20
TATAINVEST,EQ,718,721,705.1,710.55,712.5,715.25,25204,17973509.6,1294,INE672A01018,2017-02-20
TATAMETALI,EQ,706.9,717.4,701,702.85,701.35,702.45,145974,103541545.1,4283,INE056C01010,2017-02-20
TATAMOTORS,EQ,443.9,446.8,440.15,442.5,442,442.3,4960238,2198547387.2,62049,INE155A01022,2017-02-20
TATAMTRDVR,EQ,277,279,272.9,274.35,274.3,276.55,665549,183707967.15,13297,IN9155A01020,2017-02-20
TATAPOWER,EQ,81.8,82,80.85,81.65,81.9,81.1,3192237,260130959.15,17579,INE245A01021,2017-02-20
TATASPONGE,EQ,789,793.95,776,784.15,785.75,783.85,100493,78950945.7,4095,INE674A01014,2017-02-20
TATASTEEL,EQ,512,522.85,509.4,520.6,521.95,510.9,6896090,3579679373.7,86351,INE081A01012,2017-02-20
TBZ,EQ,85.25,86.8,84,85.1,85.3,85.7,68837,5882259.15,900,INE760L01018,2017-02-20
TCI,EQ,292.95,295,287.65,290.4,291,291.45,61744,17944621.95,1660,INE688A01022,2017-02-20
TCIDEVELOP,EQ,340.45,374.65,340.3,362.3,359.9,352.6,1112,390340.3,29,INE662L01016,2017-02-20
TCIEXP,EQ,436.55,484,436.55,474.25,478,444.9,29747,13951442.45,1108,INE586V01016,2017-02-20
TCIFINANCE,EQ,22.15,22.75,22.15,22.55,22.4,22.35,19824,446970.5,129,INE911B01018,2017-02-20
TCS,EQ,2349.9,2358,2335,2350.05,2346.25,2342.85,894863,2099251693.65,46724,INE467B01029,2017-02-20
TDPOWERSYS,EQ,213.2,218,213.2,217.2,216.45,215.85,57773,12517168.95,348,INE419M01019,2017-02-20
TEAMLEASE,EQ,1327,1330,1303.1,1314.35,1312,1332.9,5228,6874072.8,1677,INE985S01024,2017-02-20
TECHIN,EQ,4.75,5.25,4.75,5.25,5.25,5,860,4204,8,INE778A01021,2017-02-20
TECHM,EQ,380.75,394,380,392.25,392,380.1,1883908,733021567.6,34648,INE669C01036,2017-02-20
TECHNO,EQ,366,384,363,381.15,380,368.85,20971,7861691.45,1534,INE286K01024,2017-02-20
TECHNOFAB,EQ,220.7,226.9,220.7,224.25,226,224.35,34166,7654187.05,351,INE509K01011,2017-02-20
TEJASNET,EQ,265,273.9,263.75,269.35,269.25,263.5,1421224,383015202.25,21194,INE010J01012,2017-02-20
TERASOFT,EQ,76.5,76.5,71.1,71.75,71.45,73.55,24862,1805756.3,321,INE482B01010,2017-02-20
TEXINFRA,EQ,42.05,42.95,42.05,42.3,42.3,42.4,12107,512473.45,65,INE435C01024,2017-02-20
TEXMOPIPES,EQ,20.75,22.05,20.7,21.65,21.75,20.9,94071,2002459.35,315,INE141K01013,2017-02-20
